id,completion,channel
0RX5121__2000,"Experience the epitome of style and optical excellence with Ray-Ban Original Wayfarer Optics. Crafted from durable acetate, these square-shaped glasses feature a polished black finish that adds a touch of sophistication to any look. The frame is designed in a timeless wayfarer shape, making it a versatile choice for everyday wear. These eyeglasses are available with prescription lenses.",GL - Glasses|CL - Clearly
0RX4324V__5943,"Elevate your style quotient with Ray-Ban RB4324V Optics. The square shape and polished finish give these eyeglasses a modern and sophisticated look. The frame is made of transparent material, offering a unique twist to the traditional black or tortoise frame. These frames are versatile and stylish, making them a must-have accessory. These eyeglasses are available with prescription lenses.",TO - Target Optical|LC - Lens Crafters
0RX4246V__8051,"Elevate your look while maintaining a sense of sophistication with Ray-Ban Clubround Marble Optics. These eyeglasses feature a polished beige frame made from durable acetate, offering a timeless appeal. The round shape adds a touch of retro-chic to your style, making these glasses a versatile accessory for any occasion. These eyeglasses are available with prescription lenses.",TO - Target Optical
0RX4323V__2012,"Elevate your fashion and optical standards with Ray-Ban RB4323V Optics. Featuring a polished havana frame in a square shape, these eyeglasses are designed to complement any face shape. The contrast between the black and brown colors adds a touch of sophistication to your look. These shades are not only stylish but also practical for everyday wear. These eyeglasses are available with prescription lenses.",GL - Glasses|TO - Target Optical|LC - Lens Crafters
0RX4640V__2012,"Discover the meticulous craftsmanship that unites style and functionality in Ray-Ban RB4640V Optics. The square shape of these eyeglasses is enhanced by a polished havana frame, offering a timeless and sophisticated look. These shades are designed to suit any face shape or personal style, making them a versatile choice for everyday wear. These eyeglasses are available with prescription lenses.",LC - Lens Crafters|TO - Target Optical|GL - Glasses|CL - Clearly
0RL6203__5007,"Elevate your fashion while optimizing utility with Ralph Lauren RL6203 eyeglasses. The cat-eye shape adds a touch of vintage glamour, while the polished striped havana acetate frame offers a modern twist. These glasses are not just stylish but also versatile, making them a perfect addition to any outfit. Embrace your unique style and enhance your vision with these eyeglasses from Ralph Lauren. These eyeglasses are available with prescription lenses.",LC - Lens Crafters
0RX3947V__2620,"Elevate your style with Ray-Ban Round Gaze eyeglasses. The round shape and metal frame material exude a timeless appeal, while the matte gunmetal finish adds a modern twist. These frames are designed to last, ensuring optimal comfort and durability. Embrace the unique style of these eyeglasses and discover the perfect balance between fashion and functionality. These eyeglasses are available with prescription lenses.",SV - Salmoiraghi e Viganò
0RX4640VF__5995,"Elevate your fashion and eyewear utility with Ray-Ban RB4640VF square-shaped glasses. The polished, transparent blue frame color adds a pop of color to any outfit, while the black temples provide a sleek contrast. These shades are not only stylish but also versatile, making them an excellent choice for everyday wear. These eyeglasses are available with prescription lenses.",OPSM - OPSM
0RX5383__2144,"Achieve a sophisticated and polished look with Ray-Ban Burbank Optics. The rectangle shape, crafted from high-quality acetate, is a timeless design that complements any face shape. The striped red havana frame color adds a touch of vintage charm to the modern design. These eyeglasses are not only stylish but also versatile. These eyeglasses are available with prescription lenses.",GL - Glasses|SV - Salmoiraghi e Viganò|OPSM - OPSM|LC - Lens Crafters|GL - Glasses|TO - Target Optical
0RX4314V__2000,"Ray-Ban Nina Optics are a perfect blend of style and comfort. The cat eye shape, combined with a polished black frame made from durable acetate, creates a timeless look that is sure to turn heads. The key bridge design adds an extra touch of elegance, making these eyeglasses a versatile choice for any occasion. These eyeglasses are available with prescription lenses.",SV - Salmoiraghi e Viganò|OPSM - OPSM|GL - Glasses
0RL8175__5771E2,"Elevate your style quotient with Ralph Lauren RL8175 sunglasses. These square-shaped glasses feature a polished, transparent tobacco brown acetate frame that is both durable and lightweight. The gradient brown/violet lenses add a touch of sophistication to the design while providing optimal protection. The bi-gradient treatment on these lenses enhances visual clarity by reducing glare and ensuring more uniform vision across different lighting conditions. These shades are not only stylish but also practical for everyday wear. Embrace the timeless elegance of Ralph Lauren RL8175 with these sophisticated square-shaped sunglasses. These sunglasses are available with prescription lenses.",SV - Salmoiraghi e Viganò
0RX3716VM__2861,"Elevate your style with Ray-Ban Clubmaster Metal Optics. The square shape and polished black on silver metal frame offer a modern twist on the iconic design. Crafted from durable material, these eyeglasses are made to last. The versatile black color ensures these shades can be paired with any outfit, making them a must-have accessory for any fashion-forward individual. These eyeglasses are available with prescription lenses.",TO - Target Optical
0RX3857V__3109,"Experience the ideal blend of style and performance with Ray-Ban Frank Optics. The square shape, crafted from durable metal, offers a modern and sophisticated look. The polished black on gold frame color adds a touch of elegance to any outfit. These eyeglasses are versatile and stylish, making them a must-have accessory for any fashion-forward individual. These eyeglasses are available with prescription lenses.",GL - Glasses|GL - Glasses
0RL8188Q__500373,"Elevate your style quotient with Ralph Lauren RL8188Q sunglasses. These oval-shaped glasses feature a polished, shiny dark havana frame made of durable acetate. The solid color brown lenses add a touch of sophistication and provide optimal protection against the sun's rays. Embrace the effortless elegance of these designer shades from Ralph Lauren. These sunglasses are available with prescription lenses.",GL - Glasses
0RX3916V__8052,"Elevate your fashion and optical standards with Ray-Ban Clubmaster Square Optics. These eyeglasses feature a polished blue frame made of durable acetate, offering a sleek and modern look. The rectangle shape adds a touch of sophistication to any outfit. With these shades, you can enjoy superior vision while enhancing your style credentials. These eyeglasses are available with prescription lenses.",TO - Target Optical|CL - Clearly
0RL7068__938471,"Elevate your fashion quotient with Ralph Lauren RL7068 sunglasses. Crafted from metal, these pilot-shaped glasses feature a polished havana on shiny gold frame that adds a touch of elegance to any look. The solid color lenses in bottle green offer excellent protection and a stylish flair. These shades are a versatile choice for those seeking both style and functionality. These sunglasses are available with prescription lenses.",GL - Glasses
